16S ID,Percent Relative Abundance,Taxonomy
AY548776.DrrTherm,0.00,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfurispora;
AF050562.UncEub90,0.00,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;
AF234747.UncSlu49,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
AJ240918.UncGa862,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;CHAB-XI-27;
AF154100.UncHyd72,0.00,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;
AY662002.Unc02w09,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
GWF2_Lentisphaerae_50_93_curated,0.00,GWF2_Lentisphaerae_50_93_curated
RIFCSPLOWO2_02_FULL_Gammaproteobacteria_38_11_curated,0.00,RIFCSPLOWO2_02_FULL_Gammaproteobacteria_38_11_curated
AM747393.LegDresd,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
AJ233948.PhtFlav2,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae;Phaselicystis;
AF502222.Unc01ty9,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;
AF358012.Unc42575,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;
DQ831552.UncD2467,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatirhabdium;
AB252432.UncB4451,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;SEEP-SRB2;
KF746926.AemSpeci,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;
FM179877.UncDe111,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
GWB1_OD1_49_9,0.00,"GWA1_OD1_48_11, Jorgensenbacteria, Parcubacteria, Bacteria organism_desc=Good; candidate for curation"
GWF1_OD1_39_37,0.00,"Parcubacteria bacterium GW2011_GWE2_42_14, Parcubacteria, Bacteria"
U88044.AmcTamwo,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus;
KF111722.DevSpeci,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;
GWA1_OD1_Vogelbacteria_51_14_curated,0.00,GWA1_OD1_51_14_curated
RIFCSPLOWO2_12_FULL_OP11_Levybacteria_41_12_curated,0.00,"Levybacteria, Microgenomates, Bacteria"
RIFCSPHIGHO2_02_FULL_Peregrinibacteria_Peribacteria_53_20_curated,0.00,"RIFCSPLOWO2_12_FULL_PER_ii_53_10_curated, PER-ii, Bacteria"
RIFCSPHIGHO2_02_FULL_Omnitrophica_63_14_curated,0.00,RIFCSPHIGHO2_02_FULL_OP3X_63_14_curated
RIFCSPHIGHO2_02_FULL_OD1_Wildermuthbacteria_48_16_curated,0.00,RIFCSPHIGHO2_02_FULL_RIF_OD1_07_48_16_curated
RBG_16_Ignavibacteria_36_9_curated,0.00,RBG_16_Ignavibacteria_36_9_curated
GWE2_OD1_31_40,0.00,GWE2_OD1_31_40 organism_desc=Good
GWB2_OD1_ACD81_rel_46_69,0.00,"GWB2_OD1_ACD81_rel_46_69, Wolfebacteria, Parcubacteria, Bacteria"
GWB1_PER_54_5,0.00,"Peregrinibacteria bacterium GW2011_GWB1_54_5, Peregrinibacteria, Bacteria"
GWA2_OD1_40_14,0.00,"RIFCSPLOWO2_02_RIF_OD1_10_39_10_curated, RIF-OD1-1, Parcubacteria, Bacteria"
GWA2_Deltaproteobacteria_38_16_curated,0.00,"RIFCSPHIGHO2_02_FULL_Deltaproteobacteria_38_15_curated, Deltaproteobacteria, Proteobacteria, Bacteria"
AB015551.UncBac23,0.00,Bacteria;Candidate_division_OP3;
AB058918.LegSpe22,0.00,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;
AE017180.GbtSulf2,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
AJ488069.Unc50850,0.00,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;vadinBC27_wastewater-sludge_group;
AF145815.IG2MSoi3,0.00,Bacteria;Saccharibacteria;
AY118153.Unc02n7o,0.00,Bacteria;Acidobacteria;Acidobacteria;Subgroup_3;Unknown_Family;Bryobacter;
FJ612130.Unc02v1u,0.00,Bacteria;Candidate_division_OP3;
EF032750.UncD2710,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;
AF013534.UnvtSoi8,0.00,Bacteria;Acidobacteria;Acidobacteria;Subgroup_6;
AY250102.Unc02qho,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;
AF293003.UncGre19,0.00,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;
AM086120.Unc01xt9,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
AB237684.UncB3452,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatitalea;
EF061950.UncD1156,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1;
AM745210.UncDe455,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_37_9_curated,0.00,"RIFCSPHIGHO2_12_FULL_OP11_Roizmanbacteria_36_11_curated, Roizmannbacteria, Microgenomates, Bacteria"
RIFCSPLOWO2_02_FULL_OD1_Lloydbacteria_54_12_curated,0.00,RIFCSPLOWO2_02_FULL_RIF_OD1_09_54_12_curated
RIFCSPLOWO2_02_FULL_Doudnabacteria_48_13_curated,0.00,RIFCSPLOWO2_02_FULL_SM2F11_48_13_curated
GWE2_TM6_42_60,0.00,"GWE2_TM6_42_60, TM6, Bacteria"
GWE1_OD1_43_8,0.00,"Parcubacteria bacterium GW2011_GWE1_43_8, Parcubacteria, Bacteria organism_desc=This may be the GWE1 OD1 RuBisCO genome"
GWC1_OP11_44_33_partial,0.00,"Microgenomates, Bacteria organism_desc=Partial"
GWA2_OP11_nov_36_23,0.00,"GWA2_OP11_nov_36_23, Roizmanbacteria, Microgenomates, Bacteria"
GWA1_OD1_45_7_partial,0.00,"Parcubacteria, Bacteria organism_desc=Partial"
AM745149.UncD1896,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;
AY555787.Unc033rl,0.00,Bacteria;Planctomycetes;Pla4_lineage;
AB111107.PobacLS1,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;
AY532546.Unc01ynu,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatitalea;
AY493914.Uncu2667,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Haliangiaceae;Haliangium;
AY947936.UncD1888,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
AY211076.Unc71120,0.00,Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;BSV26;
RIFCSPLOWO2_12_FULL_WWE3_36_10_curated,0.00,RIFCSPLOWO2_12_FULL_WWE3_36_10_curated
RIFCSPLOWO2_02_FULL_OD1_Azambacteria_ii_42_10_curated,0.00,"Azambacteria, Parcubacteria, Bacteria"
RIFCSPHIGHO2_02_FULL_Peregrinibacteria_Peribacteria_49_16_curated,0.00,RIFCSPHIGHO2_02_FULL_PER_ii_49_16_curated
GWF2_Omnitrophica_WOR-2_43_52_curated,0.00,GWF2_WOR_2_43_52_curated
GWA2_OP11_41_24,0.00,"RIFCSPLOWO2_02_OP11_Curtissbacteria_41_11_curated, Curtissbacteria, Microgenomates, Bacteria"
GWA2_OD1_38_13,0.00,"GWA2_OD1_38_13, Parcubacteria, Bacteria"
AB078842.PldPropi,0.00,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter;
FN870302.Unc008ib,0.00,Bacteria;Candidate_division_OP3;
AJ534684.Unc00ve4,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;WCHB1-69;
AY218561.Unc01fvd,0.00,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;PHOS-HE51;
AY218548.Unc02poh,0.00,Bacteria;Hydrogenedentes;
DQ395017.UncDe878,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;
GU289732.DfnAcidi,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonatronobacter;
DQ395056.Unc001pf,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Sva0485;
AY769083.SpsKaist,0.00,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
GWD1_OD1_44_9_partial,0.00,"GWC1_OD1_43_30, Parcubacteria, Bacteria"
RIFCSPHIGHO2_02_FULL_Peregrinibacteria_Peribacteria_55_24_curated,0.00,"RIFCSPLOWO2_12_FULL_PER_ii_55_15_curated, PER-ii, Bacteria"
RIFCSPHIGHO2_02_FULL_OD1_Harrisonbacteria_42_16_curated,0.00,RIFCSPHIGHO2_02_FULL_OD1_Wolfebacteria_42_16_curated
GWF2_Melainabacteria_37_15_curated,0.00,GWF2_Melainabacteria_37_15_curated
GWB2_Ignavibacteria_35_6b_curated,0.00,GWB2_Ignavibacteria_35_6b_curated
HQ401024.AlrNamha,0.00,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;
AM040129.UncD1354,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;
GWA2_OP11_35_19,0.00,"GWA2_OP11_35_19, Roizmanbacteria, Microgenomates, Bacteria"
AB234262.UncB2973,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter;
GWB1_OD1_36_6,0.00,"GWF1_OD1_36_47, Nomurabacteria, Parcubacteria, Bacteria organism_desc=Good"
RIFCSPLOWO2_02_FULL_Omnitrophica_WOR-2_63_16_curated,0.00,Omnitrophica
RIFCSPLOWO2_02_FULL_Omnitrophica_WOR-2_45_28_curated,0.00,Omnitrophica
RIFCSPHIGHO2_02_FULL_OD1_Nomurabacteria_35_13_curated,0.00,RIFCSPHIGHO2_02_FULL_OD1_Nomurabacteria_35_13_curated
RBG_16_Eisenbacteria_71_46_curated,0.00,RBG_16_RIF_WS3X_71_46_curated
GWF2_Omnitrophica_WOR-2_43_52_curated,0.00,GWF2_WOR_2_43_52_curated
GWD1_Spirochaetes_27_9_curated,0.00,GWD1_Spirochaetes_27_9_curated
GWA1_OP11_40_16_partial,0.00,"GWA1_OP11_40_16_partial, Curtissbacteria, Microgenomates, Bacteria organism_desc=Missing marker genes"
DQ017949.Unc02au8,0.00,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;P3OB-42;
GWB1_OD1_42_17,0.00,"Azambacteria, Parcubacteria, Bacteria"
AY188304.Unc02kqc,0.00,Bacteria;Bacteroidetes;Bacteroidetes_vadinHA17;
RIFCSPHIGHO2_02_FULL_Omnitrophica_WOR-2_68_15_curated,0.00,RIFCSPHIGHO2_02_FULL_WOR_2_68_15_curated
GWA1_OD1_47_11,0.00,"GWA1_OD1_47_11, Parcubacteria, Bacteria organism_desc=Moderate"
RIFCSPLOWO2_02_FULL_OD1_Zambryskibacteria_38_13_curated,0.00,"RIFCSPLOWO2_12_FULL_RIF_OD1_10_39_16_curated, RIF-OD1-1, Parcubacteria, Bacteria"
