ï»¿Contact_Name,Contact_Email,Contact_Affiliation,Metadata_Provider_Name,Location_ID,Location_Name,Location_Alias,Location_Activity,Location_Category,Measurement_Categories,Years_Data_Collected,Research_Theme,Description,Geographic_Region,Parent_Location_ID,Latitude,Longitude,Lat_Long_Measurement_Method,Topographical_Elevation,Topo_Elev_Measurement_Method,Depth_Profile_Elevations,Instrumentation,Variables_Measured,Related_Reference,Location_Metadata_Version
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-MTR10,"pumphouse 10 Meander, location10",N/A,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,Nov 2019-Oct 2020,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,PH,ER,38.924465,-106.954040,RMBL GPS,2762.1,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-MTR12,"pumphouse 10 Meander, location12",N/A,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,Nov 2019-Oct 2020,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,PH,ER,38.925300,-106.955573,RMBL GPS,2763.31,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC1,"brush creek 10 Meander, site1",BC-1,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.894202,-106.909214,RMBL GPS,2725.2,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC2,"brush creek 10 Meander, site2",BC-2,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.893079,-106.908515,RMBL GPS,2725.5,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC3,"brush creek 10 Meander, site3",BC-3,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.892255,-106.908735,RMBL GPS,2724.86,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC4,"brush creek 10 Meander, site4",BC-4,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.891644,-106.908955,RMBL GPS,2724.5,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC5,"brush creek 10 Meander, site5",BC-5,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.890363,-106.908828,RMBL GPS,2724.18,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC6,"brush creek 10 Meander, site6",BC-6,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.889797,-106.907962,RMBL GPS,2723.48,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC7,"brush creek 10 Meander, site7",BC-7,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.889583,-106.907270,RMBL GPS,2723.28,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC8,"brush creek 10 Meander, site8",BC-8,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.889311,-106.908104,RMBL GPS,2723.39,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC9,"brush creek 10 Meander, site9",BC-9,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.888608,-106.909216,RMBL GPS,2722.97,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Patricia Fox,pmfox@lbl.gov,Lawrence Berkeley National Laboratory,Alex Newman; Curtis Beutler,ER-BCC10,"brush creek 10 Meander, site10",BC-10,Water Quality Measurements,SFA Satellite Site,Biogeochemistry,September 2019-present,river solute concentrations,River water sampling location in the Pumphouse vicinity used for 10-meander modeling. River water geochemical data is used to understand and predict river corridor behavior including influence of hyporheic exchange of solutes and hotspots.,BCC,ER,38.886602,-106.908622,RMBL GPS,2722.19,LiDAR,N/A,N/A,DIC; DOC; Anions; Cations; NH4; pH; ORP; EC,N/A,2.1
Kenneth Williams,khwilliams@lbl.gov,Lawrence Berkeley National Laboratory,"Alex Newman, Curtis Beutler",SG-PZ01,Historic Snodgrass well 1,PZ1,Water Quality Measurements,SFA Intensive,Biogeochemistry,20210621-ongoing,Subsurface water and carbon/nutrient inventories and fluxes,Well used to collect groundwater geochemical samples,SG,ER,38.927250,-106.979700,RMBL high precision Trimble GPS,3162.9,LiDAR,N/A,N/A,"DOC/DIC, Cations, anions, water isotope, NH4+, pH, ORP, Conductivity, TDS, Temp",N/A,3.1
Kenneth Williams,khwilliams@lbl.gov,Lawrence Berkeley National Laboratory,"Alex Newman, Curtis Beutler",SG-PZ02,Historic Snodgrass well 2,PZ2,Water Quality Measurements,SFA Intensive,Biogeochemistry,20210621-ongoing,Subsurface water and carbon/nutrient inventories and fluxes,Well used to collect groundwater geochemical samples,SG,ER,38.923660,-106.977430,Obtained from CBMR well permit sheet,3093.59,LiDAR,N/A,N/A,"DOC/DIC, Cations, anions, water isotope, NH4+, pH, ORP, Conductivity, TDS, Temp",N/A,2.2
Kenneth Williams,khwilliams@lbl.gov,Lawrence Berkeley National Laboratory,"Alex Newman, Curtis Beutler",SG-PZ04,Historic Snodgrass well 4,PZ4,Water Quality Measurements,SFA Intensive,Biogeochemistry,20210621-ongoing,Subsurface water and carbon/nutrient inventories and fluxes,Well used to collect groundwater geochemical samples,SG,ER,38.922550,-106.976650,Obtained from CBMR well permit sheet,3070.75,LiDAR,N/A,N/A,"DOC/DIC, Cations, anions, water isotope, NH4+, pH, ORP, Conductivity, TDS, Temp",N/A,2.2
Kenneth Williams,khwilliams@lbl.gov,Lawrence Berkeley National Laboratory,"Alex Newman, Curtis Beutler",SG-PZ05,Historic Snodgrass well 5,PZ5,Water Quality Measurements,SFA Intensive,Biogeochemistry,20210621-ongoing,Subsurface water and carbon/nutrient inventories and fluxes,Well used to collect groundwater geochemical samples,SG,ER,38.920630,-106.976130,Obtained from CBMR well permit sheet,3036.18,LiDAR,N/A,N/A,"DOC/DIC, Cations, anions, water isotope, NH4+, pH, ORP, Conductivity, TDS, Temp",N/A,2.2
Ken Williams,khwilliams@lbl.gov,LBNL,Roelof Versteeg,ER-TTL1,Tuttle spring,Tuttle,Surface Water Sampling,SFA Satellite Site,Hydrogeology; Biogeochemistry,2016-Present (as of Dec 2020),solute composition of surface spring,Data used to evaluate seasonal changes in spring geochemistry,ERC,ER,38.945028,-106.990966,Trimble GPS,2911.82,LIDAR,N/A,Surface spring,Dissolved Inorganic C (DIC); Non-Purgable Organic Carbon (NPOC); Lithium (Li); Boron (B); Sodium (Na); Magnesium (Mg); Aluminum (Al); Silicon (Si); Potassium (K); Vanadium (V); Total Manganese (Mn); Total Iron (Fe); Calcium (Ca); Nickel (Ni); Cobalt (Co); Copper (Cu); Zinc (Zn); Arsenic (As); Strontium (Sr); Molybdenum (Mo); Barium (Ba); Uranium (U); Total Phosphorous (P); Chloride (Cl); Sulfate (SO4); Nitrate (NO3); Water - Deuterium (dD); Water - d18O; Beryllium (Be); Total Chromium (Cr); Titanium (Ti); Germanium (Ge); Rubidium (Rb); Zirconium (Zr); Silver (Ag); Cadmium (Cd); Tin (Sn); Antimony (Sb); Cesium (Cs); Europium (Eu); Lead (Pb); Thorium (Th),N/A,2.0
Ken Williams,khwilliams@lbl.gov,LBNL,Roelof Versteeg,ER-BLY1,billy's spring,billy's,Surface Water Sampling,SFA Satellite Site,Hydrogeology; Biogeochemistry,2016-2018,solute composition of surface spring,Data used to evaluate seasonal changes in spring geochemistry,ERC,ER,38.963603,-106.992464,Trimble GPS,2922.43,LIDAR,N/A,Surface spring,Dissolved Inorganic C (DIC); Non-Purgable Organic Carbon (NPOC); Lithium (Li); Boron (B); Sodium (Na); Magnesium (Mg); Aluminum (Al); Silicon (Si); Potassium (K); Vanadium (V); Total Manganese (Mn); Total Iron (Fe); Calcium (Ca); Nickel (Ni); Cobalt (Co); Copper (Cu); Zinc (Zn); Arsenic (As); Strontium (Sr); Molybdenum (Mo); Barium (Ba); Uranium (U); Total Phosphorous (P); Chloride (Cl); Sulfate (SO4); Nitrate (NO3); Water - Deuterium (dD); Water - d18O; Beryllium (Be); Total Chromium (Cr); Titanium (Ti); Germanium (Ge); Rubidium (Rb); Zirconium (Zr); Silver (Ag); Cadmium (Cd); Tin (Sn); Antimony (Sb); Cesium (Cs); Europium (Eu); Lead (Pb); Thorium (Th),N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH1,East River below Emerald Lake,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/5/2017, 9/20/2019, 10/14/2019","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,39.006026,-107.038739,Estimated from Google Maps,3196.9,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH2,East River above Gothic Beaver Cmplx,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/5/2017, 9/19/2018, 9/20/18, 10/15/2019","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.995781,-107.017662,Estimated from Google Maps,2995.24,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH3,East River above Quigley at road,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/9/16, 10/21/2016,	9/19/2018,10/25/2018,10/14/2019","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.995168,-107.014524,Estimated from Google Maps,2983.93,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH4,East River just above Quigley,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,N/A,"Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.993772,-107.013267,Estimated from Google Maps,2978.29,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH5,East River at Rustler Shale,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,N/A,"Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.991445,-107.008310,Estimated from Google Maps,2956.49,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH6,East River above Texas Bridge,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/9/16, 9/12/16, 10/21/2016, 9/5/2017, 9/20/2018, 10/25/2018,10/14/2019","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.977670,-107.002027,Estimated from Google Maps,2924.89,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH7,East River at Bus Turnaround,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/6/2017, 9/20/2018, 10/14/2019","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.970326,-106.996545,Estimated from Google Maps,2918.53,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH8,East River below Director's Cabin,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/6/2017, 9/21/2018, 10/23/2018, 10/15/2019","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.956849,-106.991159,Estimated from Google Maps,2878.22,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH9,East River Downstream Gothic Bridge,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/9/16, 9/26/2018","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.952139,-106.989221,Estimated from Google Maps,2863.7,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH10,East River Upstream of Gothic Bridge,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"7/14/2015, 10/21/2016, 10/15/2019","Groundwater flux to river, sources of dissolved elements",Samples taken for isotopic measurement and [222Rn],ERC,ER,38.952476,-106.989513,Estimated from Google Maps,2865.01,LIDAR,N/A,N/A,[222Rn]; DO; Temp; 87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH11,Quigley CK at road,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"7/13/2015, 9/9/2016, 10/21/2016, 9/19/2018,10/25/2018",Sources of dissolved elements to ER- 87Sr/86Sr etc,Samples taken for isotopic measurement,ERC,ER,38.993666,-107.013967,Estimated from Google Maps,2980.4,LIDAR,N/A,N/A,87Sr/86Sr; d34S of sulfate,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH12,Rustler's Creek near road,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"7/13/2015, 9/9/16, 10/21/2016, 9/5/2017, 9/21/2018",Sources of dissolved elements to ER- 87Sr/86Sr etc,Samples taken for isotopic measurement,ERC,ER,38.989692,-107.007654,Estimated from Google Maps,2958.55,LIDAR,N/A,N/A,87Sr/86Sr; d34S of sulfate (DO; Temp) [222Rn],N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH13,Rock Ck at road,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"7/14/2015, 9/9/16, 10/21/2016, 9/26/2018, 10/25/2018",Sources of dissolved elements to ER- 87Sr/86Sr etc,Samples taken for isotopic measurement,ERC,ER,38.981659,-107.005609,Estimated from Google Maps,2933.75,LIDAR,N/A,N/A,87Sr/86Sr; (DO; Temp) [222Rn],N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH14,Fe Ck (next to Rock Ck),N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"7/14/2015, 9/9/16, 10/21/2016",Sources of dissolved elements to ER- 87Sr/86Sr etc,Samples taken for isotopic measurement,ERC,ER,38.981672,-107.005625,Estimated from Google Maps,2933.88,LIDAR,N/A,N/A,87Sr/86Sr,N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH15,Copper Ck at RMBL,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"7/14/2015, 9/9/16, 10/21/2016, 9/6/2017, 9/21/2018, 10/23/2018, 10/15/2019",Sources of dissolved elements to ER- 87Sr/86Sr etc,Samples taken for isotopic measurement,ERC,ER,38.957047,-106.988324,Estimated from Google Maps,2884.58,LIDAR,N/A,N/A,87Sr/86Sr; d34S of sulfate (DO; Temp) [222Rn],N/A,2.0
John Christensen,jnchristensen@lbl.gov,LBNL,John Christensen,ER-JCH16,QuiÃ©n Sabe Ck,N/A,Surface Water Sampling,SFA One-off Sampling,Hydrogeology; Biogeochemistry,"9/12/2016, 10/21/2016",Sources of dissolved elements to ER- 87Sr/86Sr etc,Samples taken for isotopic measurement,ERC,ER,38.937794,-106.977477,Estimated from Google Maps,2886.22,LIDAR,N/A,N/A,87Sr/86Sr,N/A,2.0
Tetsu Tokunaga,tktokunaga@lbl.gov,LBNL,Tetsu Tokunaga,ER-PLM11,PLM River1 Steam Sample,N/A,Surface Water Sampling,SFA Intensive,Hydrogeology; Biogeochemistry,2020,Subsurface water and carbon inventories and fluxes,Information needed to quantify water flow and transport from the hillslope subsurface to East river channel surface water,PH,PH,38.921134,-106.947546,Google Earth,2756.57,LiDAR,At surface of water column in river channel,Stream Sampling Location,"Dissolved Carbon, Anions, Cations, Ammonium, Stable Water Isotopes",N/A,2.1
